visits,ctr,time_on_page,scroll_depth,add_to_cart_rate,conversion_rate,title_quality,description_length,keyword_score,rating,reviews,cluster_id,cluster_label
48916.0,0.0129,103.97,15.04,0.0642,0.0302,2.28,132.0,1.38,1.22,37.0,0,Invisible Product
17606.0,0.0998,361.74,81.85,0.0924,0.0532,7.72,699.0,5.9,4.12,109.0,2,Attract but Don't Convert
20563.0,0.0594,479.53,71.22,0.1038,0.0606,6.68,884.0,3.49,4.33,394.0,2,Attract but Don't Convert
18055.0,0.0388,146.04,36.63,0.0332,0.0042,1.14,272.0,3.9,1.45,29.0,0,Invisible Product
37941.0,0.1248,226.52,48.16,0.1121,0.0728,6.71,460.0,10.0,3.96,360.0,1,High Performer
5204.0,0.0755,118.22,27.9,0.0715,0.0411,4.09,205.0,6.03,4.26,413.0,3,Low Engagement Product
35011.0,0.1358,489.7,74.91,0.1378,0.0996,9.19,878.0,9.16,4.64,875.0,1,High Performer
23290.0,0.0256,149.8,33.33,0.0514,0.0243,1.27,246.0,3.79,2.21,25.0,0,Invisible Product
7457.0,0.1999,304.21,44.67,0.0144,0.0073,2.41,547.0,3.56,2.57,30.0,4,Trust Issue Product
32579.0,0.104,376.29,62.49,0.0723,0.0494,4.33,687.0,8.69,3.84,229.0,2,Attract but Don't Convert
44911.0,0.0275,218.53,39.93,0.0369,0.0127,1.04,373.0,1.89,1.37,41.0,0,Invisible Product
36308.0,0.089,388.48,69.68,0.0727,0.0435,5.89,642.0,8.49,4.16,156.0,2,Attract but Don't Convert
20250.0,0.1048,39.17,14.88,0.1151,0.059,5.07,20.0,7.11,4.06,74.0,3,Low Engagement Product
5744.0,0.0318,277.89,53.6,0.0171,0.0055,3.99,572.0,2.28,1.99,46.0,0,Invisible Product
43386.0,0.0319,312.06,54.93,0.0415,0.0193,3.67,579.0,1.98,1.76,18.0,0,Invisible Product
47420.0,0.0755,504.37,88.55,0.0823,0.05,5.07,946.0,4.75,4.12,102.0,2,Attract but Don't Convert
3014.0,0.159,224.28,39.06,0.0682,0.0384,8.58,439.0,9.56,4.18,941.0,1,High Performer
21452.0,0.2274875,344.74,66.67,0.0155,0.0057,8.82,639.0,9.18,3.34,971.0,4,Trust Issue Product
46452.0,0.0039,115.49,23.93,0.0499,0.0209,1.69,180.0,1.47,2.03,39.0,0,Invisible Product
45012.0,0.001,155.52,20.02,0.0108,0.0067,1.69,180.0,2.48,1.43,12.0,0,Invisible Product
14497.0,0.2274875,461.45,74.23,0.0268,0.008,9.0,890.0,4.32,3.24,211.0,4,Trust Issue Product
41655.0,0.0342,122.49,10.0,0.0614,0.022,3.4,147.0,2.06,2.52,22.0,3,Low Engagement Product
47059.0,0.0543,397.58,78.04,0.046,0.0185,2.69,741.0,3.41,1.11,18.0,0,Invisible Product
828.0,0.047,132.2,14.17,0.0573,0.0249,1.72,170.0,3.65,1.97,15.0,0,Invisible Product
798.0,0.1873,289.41,49.44,0.0269,0.0184,9.86,463.0,7.12,3.23,971.0,4,Trust Issue Product
40054.0,0.0805,430.62,75.05,0.077,0.041,5.76,786.0,4.97,3.23,301.0,2,Attract but Don't Convert
47380.0,0.0741,273.85,46.82,0.0894,0.05,6.07,490.0,5.7,3.98,416.0,3,Low Engagement Product
14023.0,0.0984,293.97,47.99,0.0636,0.034,2.66,482.0,9.84,3.72,219.0,3,Low Engagement Product
16879.0,0.0267,375.23,67.92,0.073,0.037,1.18,749.0,1.27,3.24,24.0,0,Invisible Product
7500.0,0.1855,57.97,15.03,0.0337,0.0192,3.33,49.0,1.57,3.09,25.0,3,Low Engagement Product
24566.0,0.1245,251.07,47.41,0.1077,0.0635,10.0,492.0,6.36,4.15,422.0,1,High Performer
37039.0,0.0144,334.0,54.63,0.0462,0.0257,3.18,576.0,2.32,2.1,20.0,0,Invisible Product
4460.0,0.019,81.47,17.51,0.023,0.0084,2.67,99.0,3.25,3.22,229.0,3,Low Engagement Product
35370.0,0.2274875,57.55,17.77,0.0174,0.0098,3.19,58.0,5.35,2.92,309.0,4,Trust Issue Product
17201.0,0.0909,152.1,33.72,0.0798,0.0441,5.93,259.0,5.42,4.06,392.0,3,Low Engagement Product
32407.0,0.2082,331.53,55.46,0.0375,0.0268,8.35,576.0,2.88,2.55,272.0,4,Trust Issue Product
5586.0,0.0767,298.76,57.46,0.1041,0.0675,7.27,609.0,6.76,3.86,424.0,1,High Performer
8435.0,0.0874,246.05,41.3,0.0749,0.0366,6.92,356.0,4.31,3.47,47.0,3,Low Engagement Product
21464.0,0.061,490.65,79.86,0.0414,0.0122,3.51,927.0,3.43,1.17,17.0,0,Invisible Product
37359.0,0.0627,444.0,74.57,0.0614,0.0424,4.56,880.0,4.86,3.41,114.0,2,Attract but Don't Convert
23676.0,0.1121,386.92,68.81,0.1144,0.0733,6.04,819.0,4.64,4.35,260.0,2,Attract but Don't Convert
31767.0,0.1031,512.13,88.88,0.1121,0.0984,9.88,971.0,7.75,4.89,971.0,1,High Performer
11230.0,0.0133,184.1,39.39,0.0597,0.023,1.69,299.0,1.09,2.51,8.0,0,Invisible Product
22072.0,0.0339,103.61,21.15,0.0849,0.0555,3.99,135.0,8.29,4.25,459.0,3,Low Engagement Product
40519.0,0.0415,144.99,34.36,0.1036,0.0497,2.23,288.0,2.38,3.34,23.0,3,Low Engagement Product
1267.0,0.0747,472.9,82.2,0.1052,0.0558,5.94,935.0,5.97,3.01,263.0,2,Attract but Don't Convert
27292.0,0.0674,234.12,39.62,0.0281,0.0172,5.26,354.0,9.0,3.27,472.0,3,Low Engagement Product
1162.0,0.0673,164.45,37.16,0.0598,0.0251,3.89,331.0,3.49,1.73,46.0,0,Invisible Product
18640.0,0.1637,68.23,18.17,0.0256,0.0171,6.81,72.0,6.68,2.63,287.0,4,Trust Issue Product
24344.0,0.0652,65.79,10.0,0.1022,0.0584,8.48,87.0,1.03,4.27,246.0,3,Low Engagement Product
21645.0,0.1165,375.78,69.18,0.0576,0.034,8.62,713.0,3.91,4.08,212.0,2,Attract but Don't Convert
21789.0,0.0568,51.02,17.39,0.0895,0.0429,7.52,53.0,2.14,3.79,63.0,3,Low Engagement Product
11274.0,0.0496,426.71,78.23,0.0279,0.0143,1.5,815.0,3.4,1.98,39.0,0,Invisible Product
23025.0,0.1265,437.04,76.35,0.094,0.0681,7.53,837.0,7.23,4.53,971.0,1,High Performer
37597.0,0.0628,252.47,51.18,0.0872,0.0548,5.45,405.0,4.42,4.48,447.0,3,Low Engagement Product
9448.0,0.146,155.92,36.13,0.0825,0.0585,9.51,268.0,9.93,4.13,366.0,1,High Performer
23814.0,0.1589,70.63,27.66,0.0838,0.065,7.26,130.0,9.44,4.1,971.0,1,High Performer
38202.0,0.0253,84.82,21.31,0.0785,0.0529,2.81,113.0,3.25,4.2,220.0,3,Low Engagement Product
9024.0,0.1381,223.32,44.33,0.1092,0.0835,9.58,429.0,7.36,4.92,512.0,1,High Performer
37198.0,0.0954,107.26,28.8,0.09,0.0421,8.39,198.0,4.16,3.7,15.0,3,Low Engagement Product
24494.0,0.1475,92.1,12.15,0.1295,0.0775,6.96,66.0,9.32,3.88,210.0,3,Low Engagement Product
6901.0,0.1172,432.84,79.18,0.0541,0.0288,5.88,813.0,9.84,3.07,455.0,2,Attract but Don't Convert
37714.0,0.1416,439.95,77.41,0.1163,0.0948,7.85,871.0,9.2,4.98,971.0,1,High Performer
6831.0,0.0597,474.44,78.49,0.1104,0.0723,7.38,893.0,4.85,4.45,373.0,2,Attract but Don't Convert
48236.0,0.001,342.78,53.26,0.0353,0.0111,3.42,623.0,2.06,2.47,16.0,0,Invisible Product
23725.0,0.0677,223.36,46.63,0.0325,0.0206,5.88,395.0,5.94,3.54,294.0,3,Low Engagement Product
17437.0,0.0244,391.73,79.51,0.001,0.0001,1.48,743.0,2.95,1.23,29.0,0,Invisible Product
35407.0,0.125,305.25,65.32,0.0514,0.0356,9.11,606.0,8.51,4.17,248.0,2,Attract but Don't Convert
7156.0,0.0591,476.19,87.23,0.1042,0.0416,1.43,909.0,3.53,3.38,3.0,2,Attract but Don't Convert
11616.0,0.0635,124.62,32.33,0.0985,0.0545,8.51,221.0,1.0,3.99,52.0,3,Low Engagement Product
44361.0,0.0901,259.56,51.59,0.1041,0.0534,5.16,464.0,6.79,4.0,204.0,3,Low Engagement Product
1642.0,0.0519,507.45,84.41,0.0682,0.0183,2.94,938.0,3.61,2.17,27.0,2,Attract but Don't Convert
21777.0,0.1553,541.03,84.25,0.0161,0.0082,3.8,952.0,3.42,2.97,40.0,4,Trust Issue Product
46832.0,0.0653,203.5,30.41,0.1143,0.0611,5.89,316.0,2.87,3.09,257.0,3,Low Engagement Product
39181.0,0.129,139.21,45.47,0.0876,0.0562,5.6,327.0,8.79,3.4,374.0,3,Low Engagement Product
27669.0,0.2121,405.45,68.36,0.0224,0.0076,8.43,742.0,6.16,2.26,327.0,4,Trust Issue Product
23422.0,0.0683,316.32,51.67,0.1164,0.0678,6.33,512.0,1.19,4.37,278.0,2,Attract but Don't Convert
19165.0,0.0709,205.65,32.94,0.1038,0.0613,6.53,357.0,2.03,4.17,380.0,3,Low Engagement Product
18024.0,0.091,543.11,83.25,0.0726,0.023,3.88,964.0,3.86,1.84,39.0,2,Attract but Don't Convert
22656.0,0.0836,478.91,80.44,0.1136,0.0624,7.76,942.0,6.19,3.87,201.0,2,Attract but Don't Convert
27062.0,0.2122,344.95,61.4,0.0377,0.012,7.4,665.0,3.01,3.24,56.0,4,Trust Issue Product
28395.0,0.1123,457.12,82.07,0.1034,0.0634,7.75,861.0,4.57,4.42,197.0,2,Attract but Don't Convert
13907.0,0.0689,69.58,19.13,0.0274,0.01,2.86,85.0,3.18,1.93,8.0,0,Invisible Product
42448.0,0.0709,452.23,77.89,0.0118,0.0012,3.1,811.0,2.86,1.86,35.0,0,Invisible Product
26532.0,0.1342,250.54,45.2,0.1252,0.0878,7.06,441.0,8.07,4.75,971.0,1,High Performer
17849.0,0.0735,307.32,58.46,0.0986,0.0504,7.68,559.0,5.55,3.61,280.0,2,Attract but Don't Convert
41559.0,0.0177,551.03,84.7,0.0266,0.0025,4.38,943.0,1.0,3.22,270.0,0,Invisible Product
26356.0,0.0791,338.45,64.12,0.0542,0.0223,4.4,648.0,4.28,3.03,78.0,0,Invisible Product
40362.0,0.079,311.77,49.0,0.0975,0.0587,5.25,512.0,3.75,4.43,267.0,2,Attract but Don't Convert
37180.0,0.0417,488.81,87.6,0.0619,0.0131,1.3,901.0,1.9,2.73,7.0,0,Invisible Product
1424.0,0.0382,513.17,84.0,0.082,0.0378,1.21,981.0,3.76,1.86,21.0,2,Attract but Don't Convert
25831.0,0.0446,203.18,42.51,0.0753,0.0471,7.26,336.0,2.19,4.17,123.0,3,Low Engagement Product
36009.0,0.0748,494.15,88.69,0.0705,0.0379,6.58,961.0,3.69,3.32,303.0,2,Attract but Don't Convert
23903.0,0.1168,459.72,86.07,0.0889,0.0372,6.4,856.0,7.2,3.21,251.0,2,Attract but Don't Convert
19970.0,0.2274875,352.42,58.3,0.0243,0.0212,8.35,645.0,7.57,3.41,971.0,4,Trust Issue Product
34678.0,0.0325,86.53,16.37,0.0293,0.0088,2.75,94.0,1.59,1.81,24.0,0,Invisible Product
6688.0,0.09,394.17,67.35,0.086,0.0413,7.59,733.0,4.33,4.44,103.0,2,Attract but Don't Convert
38169.0,0.052,542.32,82.32,0.0771,0.0348,1.98,958.0,6.35,3.36,191.0,2,Attract but Don't Convert
26890.0,0.0237,51.35,26.1,0.035,0.0111,3.41,78.0,1.92,1.81,48.0,0,Invisible Product
25389.0,0.1738,218.73,38.84,0.1277,0.0835,7.94,405.0,9.61,4.83,469.0,1,High Performer
28278.0,0.0787,51.78,10.0,0.0739,0.024,2.68,34.0,3.66,2.94,5.0,3,Low Engagement Product
28810.0,0.0534,138.89,37.26,0.001,0.0001,2.24,250.0,2.03,1.77,25.0,0,Invisible Product
15585.0,0.0361,361.46,64.71,0.001,0.001,2.52,636.0,1.18,1.03,41.0,0,Invisible Product
44582.0,0.0933,404.29,64.73,0.0812,0.0591,7.46,696.0,7.66,4.1,919.0,1,High Performer
20752.0,0.0846,128.61,18.18,0.1019,0.0574,2.19,218.0,6.72,3.69,485.0,3,Low Engagement Product
4848.0,0.1622,499.26,93.37,0.0919,0.0709,9.45,935.0,9.2,4.44,971.0,1,High Performer
21333.0,0.049,229.59,49.57,0.0907,0.0516,6.45,373.0,1.0,3.92,304.0,3,Low Engagement Product
9535.0,0.0042,74.67,17.37,0.0507,0.0162,1.58,54.0,1.83,1.91,1.0,0,Invisible Product
3809.0,0.1367,190.06,27.08,0.1164,0.0812,9.83,181.0,7.26,4.6,971.0,1,High Performer
30455.0,0.1169,390.85,73.1,0.0626,0.0372,5.13,776.0,7.61,3.09,489.0,2,Attract but Don't Convert
13216.0,0.2274875,468.88,73.29,0.0362,0.0206,1.18,818.0,1.0,2.15,262.0,4,Trust Issue Product
25570.0,0.0496,474.15,89.17,0.0126,0.0059,2.64,914.0,2.57,1.7,30.0,0,Invisible Product
42444.0,0.0569,263.0,47.28,0.1534,0.0737,5.63,490.0,4.37,4.42,29.0,3,Low Engagement Product
43018.0,0.2274875,307.86,56.79,0.0148,0.0001,2.07,550.0,9.39,2.03,259.0,4,Trust Issue Product
39398.0,0.0777,522.74,89.73,0.1156,0.0715,5.21,983.0,4.6,3.55,413.0,2,Attract but Don't Convert
43056.0,0.0209,460.52,74.82,0.0509,0.0197,3.18,811.0,1.78,3.27,11.0,0,Invisible Product
14783.0,0.0928,436.09,75.42,0.118,0.0685,5.49,871.0,5.74,4.19,294.0,2,Attract but Don't Convert
604.0,0.092,191.48,39.39,0.0848,0.0511,8.29,442.0,8.27,4.26,428.0,1,High Performer
34082.0,0.1181,252.18,41.83,0.1083,0.0861,9.8,367.0,8.23,4.85,971.0,1,High Performer
34399.0,0.1385,357.7,64.88,0.0727,0.0344,9.32,713.0,6.4,3.23,425.0,2,Attract but Don't Convert
28116.0,0.0429,527.1,87.04,0.0306,0.0139,1.86,954.0,2.01,2.19,18.0,0,Invisible Product
24060.0,0.0357,523.89,85.56,0.018,0.0055,2.05,932.0,1.6,1.59,36.0,0,Invisible Product
33691.0,0.0626,135.69,24.83,0.0831,0.0353,4.47,166.0,5.06,3.88,26.0,3,Low Engagement Product
17412.0,0.1977,236.73,40.84,0.0374,0.0137,4.42,393.0,5.45,2.21,381.0,4,Trust Issue Product
37897.0,0.1253,398.42,69.8,0.1122,0.0879,9.78,707.0,7.52,4.86,971.0,1,High Performer
46296.0,0.0907,366.55,65.11,0.0614,0.0168,3.65,694.0,2.21,3.45,47.0,0,Invisible Product
49385.0,0.0926,209.21,43.6,0.0986,0.0464,6.94,435.0,4.56,3.76,60.0,3,Low Engagement Product
2205.0,0.0102,376.05,70.17,0.0242,0.0123,1.81,706.0,1.6,1.62,36.0,0,Invisible Product
36495.0,0.0398,275.63,51.17,0.0949,0.0279,2.51,513.0,3.01,2.91,0.0,0,Invisible Product
45840.0,0.0163,300.11,57.4,0.0531,0.0262,3.69,578.0,2.96,2.62,9.0,0,Invisible Product
22800.0,0.001,168.49,36.73,0.0412,0.0171,2.45,275.0,1.1,2.16,33.0,0,Invisible Product
34720.0,0.1752,480.51,90.43,0.1333,0.0815,9.75,979.0,9.71,4.18,452.0,1,High Performer
37778.0,0.0296,407.59,71.06,0.0334,0.0113,2.14,705.0,1.09,2.01,15.0,0,Invisible Product
20659.0,0.0403,89.61,11.85,0.0595,0.0278,3.2,122.0,3.38,3.18,40.0,3,Low Engagement Product
27609.0,0.1069,90.12,34.42,0.0707,0.0343,5.92,140.0,8.39,3.7,145.0,3,Low Engagement Product
27960.0,0.2274875,242.81,48.64,0.0229,0.0118,2.63,438.0,2.21,3.14,6.0,4,Trust Issue Product
11103.0,0.0398,211.37,42.51,0.028,0.0193,3.55,369.0,1.58,1.94,12.0,0,Invisible Product
21832.0,0.0484,347.27,63.39,0.0581,0.0136,2.32,676.0,1.07,1.89,3.0,0,Invisible Product
25926.0,0.0932,39.7,10.0,0.0835,0.0491,10.0,61.0,1.0,3.76,158.0,3,Low Engagement Product
30454.0,0.0664,196.85,44.47,0.0991,0.0509,4.04,386.0,5.91,3.78,160.0,3,Low Engagement Product
13943.0,0.0949,25.61,19.39,0.1234,0.0338,7.49,48.0,9.82,4.97,67.0,3,Low Engagement Product
44572.0,0.0261,505.38,80.27,0.0262,0.0081,2.73,985.0,3.42,1.69,38.0,0,Invisible Product
48629.0,0.0599,482.55,87.31,0.0317,0.0094,2.46,911.0,3.5,2.02,30.0,0,Invisible Product
6290.0,0.2274875,454.02,82.04,0.0381,0.0199,8.04,804.0,1.91,2.16,124.0,4,Trust Issue Product
17740.0,0.0726,496.47,97.2,0.0728,0.0411,6.93,996.0,5.1,3.27,444.0,2,Attract but Don't Convert
38513.0,0.0066,64.81,15.3,0.0333,0.0104,2.62,33.0,1.01,1.3,9.0,0,Invisible Product
42456.0,0.06,467.33,84.73,0.0919,0.0567,6.88,939.0,2.27,3.85,356.0,2,Attract but Don't Convert
44697.0,0.1604,517.93,92.5,0.036,0.0197,6.76,972.0,3.54,2.56,271.0,4,Trust Issue Product
40921.0,0.0415,418.16,79.03,0.0138,0.0046,3.7,837.0,1.45,1.16,11.0,0,Invisible Product
3430.0,0.1106,426.71,79.34,0.0921,0.0746,8.35,844.0,8.43,4.64,971.0,1,High Performer
19187.0,0.1,288.33,47.69,0.1135,0.0766,7.14,504.0,7.16,4.66,418.0,1,High Performer
41530.0,0.0284,140.1,18.57,0.0369,0.0257,3.29,208.0,1.9,2.35,33.0,0,Invisible Product
24604.0,0.0477,490.48,85.57,0.0984,0.0529,2.78,891.0,1.7,4.12,189.0,2,Attract but Don't Convert
7214.0,0.076,168.37,33.5,0.0622,0.017,2.23,314.0,2.69,2.14,27.0,0,Invisible Product
13423.0,0.1115,150.93,21.26,0.109,0.0576,6.85,202.0,7.66,3.36,145.0,3,Low Engagement Product
34221.0,0.1527,502.77,75.08,0.1034,0.0793,8.12,883.0,9.33,4.89,709.0,1,High Performer
11075.0,0.2274875,318.16,54.45,0.0298,0.0111,6.82,567.0,6.63,2.09,108.0,4,Trust Issue Product
11123.0,0.1447,444.77,75.97,0.0383,0.0176,4.6,901.0,8.45,3.5,334.0,2,Attract but Don't Convert
21547.0,0.0769,19.42,19.87,0.0719,0.022,8.32,56.0,5.5,4.15,298.0,3,Low Engagement Product
25033.0,0.1241,49.56,15.35,0.0825,0.0491,6.09,33.0,7.22,4.46,199.0,3,Low Engagement Product
24059.0,0.1012,489.56,90.95,0.0909,0.0522,7.39,942.0,5.2,3.53,458.0,2,Attract but Don't Convert
767.0,0.0645,337.09,57.17,0.103,0.0487,6.64,654.0,5.32,3.02,200.0,2,Attract but Don't Convert
29803.0,0.2274875,333.66,52.14,0.0302,0.0131,9.65,614.0,7.18,2.65,563.0,4,Trust Issue Product
9437.0,0.1275,111.84,33.03,0.1207,0.0789,7.25,178.0,9.82,4.41,225.0,1,High Performer
46527.0,0.081,283.29,47.04,0.0765,0.0506,6.37,513.0,6.86,4.13,169.0,3,Low Engagement Product
36587.0,0.1267,186.39,38.32,0.077,0.0419,8.91,348.0,7.95,4.42,79.0,3,Low Engagement Product
19229.0,0.0803,386.09,56.82,0.0882,0.0495,8.17,633.0,6.93,4.25,320.0,2,Attract but Don't Convert
40351.0,0.1194,442.25,75.33,0.0992,0.0649,8.75,868.0,8.45,4.98,484.0,1,High Performer
32021.0,0.0054,75.62,21.13,0.012,0.0001,2.0,102.0,1.28,1.43,4.0,0,Invisible Product
33407.0,0.0982,276.67,55.36,0.0804,0.0486,4.69,575.0,8.89,3.31,298.0,2,Attract but Don't Convert
27455.0,0.2274875,306.37,64.49,0.0163,0.009,8.08,599.0,1.55,2.91,175.0,4,Trust Issue Product
37832.0,0.001,293.47,47.4,0.042,0.014,2.68,579.0,1.34,1.27,27.0,0,Invisible Product
4935.0,0.0808,313.24,56.95,0.0671,0.0411,7.89,588.0,5.16,3.35,267.0,2,Attract but Don't Convert
20259.0,0.0699,328.02,55.92,0.0664,0.0365,5.72,606.0,3.7,3.02,245.0,2,Attract but Don't Convert
38910.0,0.0626,42.06,12.05,0.073,0.0264,8.68,41.0,2.27,3.24,218.0,3,Low Engagement Product
47705.0,0.1114,94.56,21.2,0.0895,0.0542,6.0,151.0,7.63,4.38,403.0,3,Low Engagement Product
40180.0,0.0896,276.29,51.94,0.1007,0.0541,4.56,484.0,5.52,3.32,238.0,3,Low Engagement Product
38188.0,0.0664,273.32,47.07,0.0521,0.041,6.62,475.0,4.48,3.88,494.0,3,Low Engagement Product
13316.0,0.0684,142.87,34.8,0.0597,0.0302,1.47,321.0,3.95,1.36,46.0,0,Invisible Product
35647.0,0.1192,538.15,96.63,0.0853,0.0467,7.95,974.0,8.75,4.02,971.0,1,High Performer
31571.0,0.1672,509.72,79.82,0.1325,0.0944,7.82,949.0,9.6,4.87,971.0,1,High Performer
17408.0,0.0652,133.82,27.45,0.0996,0.0559,4.06,286.0,5.32,4.45,75.0,3,Low Engagement Product
27632.0,0.1904,456.97,84.73,0.0281,0.0183,1.51,818.0,4.93,2.94,469.0,4,Trust Issue Product
34449.0,0.1008,257.39,51.66,0.0919,0.0559,9.16,414.0,1.0,4.21,494.0,3,Low Engagement Product
45545.0,0.0088,59.73,12.15,0.0414,0.0173,1.85,139.0,2.1,1.79,10.0,0,Invisible Product
5813.0,0.071,156.25,41.92,0.0716,0.0252,2.83,265.0,3.61,2.13,33.0,0,Invisible Product
49507.0,0.0417,328.78,59.85,0.0358,0.0097,3.45,587.0,1.79,1.48,14.0,0,Invisible Product
4904.0,0.0716,79.9,11.02,0.1117,0.0591,4.86,57.0,6.17,3.9,231.0,3,Low Engagement Product
10236.0,0.2125,171.83,31.15,0.0265,0.0027,3.49,264.0,3.1,2.78,4.0,4,Trust Issue Product
109.0,0.0853,38.74,11.05,0.0636,0.0259,4.01,40.0,7.6,3.49,24.0,3,Low Engagement Product
19355.0,0.1619,72.85,20.32,0.1059,0.0871,9.97,129.0,9.81,4.84,971.0,1,High Performer
23893.0,0.0701,312.93,57.93,0.0957,0.0587,5.2,625.0,4.26,3.55,480.0,2,Attract but Don't Convert
29648.0,0.186,217.94,37.15,0.02,0.0108,2.6,413.0,3.25,3.41,47.0,4,Trust Issue Product
37992.0,0.1077,255.26,37.71,0.1119,0.0608,8.71,429.0,8.78,4.26,96.0,1,High Performer
1115.0,0.0668,381.92,64.44,0.0602,0.0345,4.14,667.0,5.01,3.04,381.0,2,Attract but Don't Convert
27812.0,0.1963,403.46,66.96,0.0252,0.008,1.3,762.0,1.01,2.8,20.0,4,Trust Issue Product
35061.0,0.0563,65.43,10.0,0.0775,0.0405,5.16,27.0,5.56,3.38,475.0,3,Low Engagement Product
8515.0,0.1019,269.66,49.7,0.0689,0.0424,4.02,463.0,6.8,3.64,326.0,3,Low Engagement Product
46418.0,0.0983,254.06,40.36,0.0799,0.0431,7.38,347.0,5.67,4.08,168.0,3,Low Engagement Product
47380.0,0.2274875,446.35,85.09,0.0379,0.0151,5.76,906.0,5.98,3.29,254.0,4,Trust Issue Product
23933.0,0.0889,180.13,35.11,0.0886,0.0538,5.18,309.0,7.58,3.87,260.0,3,Low Engagement Product
4258.0,0.2168,425.24,68.18,0.0102,0.0001,4.29,782.0,4.93,3.49,175.0,4,Trust Issue Product
20409.0,0.05,331.95,58.42,0.0938,0.0556,3.94,530.0,2.93,4.05,166.0,2,Attract but Don't Convert
7070.0,0.0267,466.4,88.89,0.0926,0.0444,1.14,931.0,3.9,3.49,30.0,2,Attract but Don't Convert
7038.0,0.0493,200.68,51.55,0.0582,0.017,1.38,380.0,1.13,2.12,39.0,0,Invisible Product
21268.0,0.0454,495.1,90.54,0.0691,0.0172,1.93,928.0,2.76,1.43,6.0,0,Invisible Product
46640.0,0.1428,314.54,61.03,0.1517,0.1084,9.85,618.0,9.1,4.82,348.0,1,High Performer
20484.0,0.1587,392.53,77.63,0.0967,0.0727,7.83,735.0,9.82,4.33,971.0,1,High Performer
18117.0,0.0539,116.29,29.41,0.06,0.0369,6.34,238.0,1.0,3.89,215.0,3,Low Engagement Product
10444.0,0.0519,266.4,44.41,0.0641,0.03,1.11,425.0,3.94,3.24,34.0,0,Invisible Product
40134.0,0.0566,449.58,71.52,0.0396,0.0179,1.18,772.0,3.26,1.58,20.0,0,Invisible Product
8802.0,0.0315,535.31,82.84,0.1139,0.0561,1.14,942.0,3.79,3.31,39.0,2,Attract but Don't Convert
484.0,0.1153,458.57,89.21,0.0814,0.0406,6.52,851.0,7.69,3.87,130.0,2,Attract but Don't Convert
504.0,0.0998,428.01,68.96,0.1081,0.0798,7.33,789.0,7.15,4.63,971.0,1,High Performer
41043.0,0.0601,349.76,52.91,0.0183,0.0038,3.67,640.0,1.29,1.3,4.0,0,Invisible Product
48026.0,0.2274875,440.72,70.63,0.0225,0.0147,9.39,787.0,9.24,2.34,971.0,4,Trust Issue Product
29289.0,0.1544,461.73,76.87,0.0732,0.0513,8.8,813.0,8.13,4.1,971.0,1,High Performer
12863.0,0.0592,163.77,26.42,0.0388,0.0221,3.75,239.0,3.61,3.1,13.0,3,Low Engagement Product
18484.0,0.1341,341.85,57.34,0.1223,0.0722,3.98,614.0,7.12,4.08,180.0,2,Attract but Don't Convert
32706.0,0.1057,107.11,10.47,0.1298,0.0899,8.28,126.0,7.7,4.9,436.0,1,High Performer
9960.0,0.071,329.79,51.75,0.0698,0.0407,3.97,600.0,3.21,3.5,131.0,2,Attract but Don't Convert
38857.0,0.1152,317.17,53.65,0.1237,0.0958,7.82,628.0,7.66,4.55,971.0,1,High Performer
15206.0,0.0672,389.67,73.63,0.0541,0.0386,2.76,743.0,6.8,3.68,497.0,2,Attract but Don't Convert
23674.0,0.0336,186.76,27.4,0.0889,0.0572,8.54,305.0,1.0,4.45,288.0,3,Low Engagement Product
23624.0,0.0482,396.59,68.19,0.0375,0.0241,2.62,768.0,3.61,1.46,33.0,0,Invisible Product
3736.0,0.063,24.71,11.21,0.1117,0.0295,1.02,27.0,9.98,4.0,34.0,3,Low Engagement Product
11016.0,0.2274875,454.86,70.61,0.02,0.019,4.04,825.0,2.61,2.4,498.0,4,Trust Issue Product
4909.0,0.1216,147.61,28.02,0.1127,0.0831,9.32,208.0,9.39,4.48,971.0,1,High Performer
32301.0,0.2167,85.91,20.25,0.0388,0.0318,8.56,100.0,3.49,2.78,495.0,4,Trust Issue Product
13556.0,0.0437,83.55,27.47,0.0728,0.0409,7.68,127.0,1.0,3.16,165.0,3,Low Engagement Product
48312.0,0.0111,193.25,37.21,0.0933,0.0323,2.34,340.0,1.97,3.35,9.0,3,Low Engagement Product
38865.0,0.0212,343.0,47.26,0.0476,0.0209,2.14,598.0,4.94,3.89,108.0,0,Invisible Product
34916.0,0.1065,364.47,63.51,0.1185,0.0731,7.74,705.0,5.45,4.25,359.0,2,Attract but Don't Convert
45206.0,0.0503,183.4,37.78,0.0495,0.0179,3.27,365.0,3.38,2.44,17.0,0,Invisible Product
17200.0,0.0891,481.14,87.0,0.0565,0.0339,6.14,882.0,3.85,3.79,228.0,2,Attract but Don't Convert
22049.0,0.1135,201.11,36.62,0.1036,0.0853,9.09,347.0,7.1,4.88,928.0,1,High Performer
4644.0,0.0396,343.14,57.96,0.0951,0.052,3.29,574.0,3.75,3.27,209.0,2,Attract but Don't Convert
37844.0,0.0677,367.69,65.93,0.0706,0.0364,6.73,718.0,2.53,3.67,377.0,2,Attract but Don't Convert
45643.0,0.1401,211.99,38.39,0.1066,0.0795,8.77,321.0,8.04,4.33,971.0,1,High Performer
42883.0,0.0639,127.82,24.36,0.0425,0.0194,5.15,219.0,2.57,3.42,92.0,3,Low Engagement Product
